id,edad,pais,tipo_visa,renovaciones_previas,fecha_inicio,fecha_final,dias_restantes,dias_desde_inicio,porcentaje_transcurrido,en_ultimos_3_meses,riesgo
369,31,Ecuador,Estudiante,2,2025-09-28,2025-12-27,20,70,77.78,1,alto_riesgo
268,51,Cuba,Turista,0,2025-06-19,2025-12-16,9,171,95.0,1,alto_riesgo
655,46,Colombia,Residencia Temporal,0,2024-02-23,2026-02-22,77,653,89.45,1,medio_riesgo
935,62,México,Turista,1,2021-02-03,2026-02-02,57,1768,96.88,1,medio_riesgo
822,35,Colombia,Negocios,0,2025-11-07,2026-02-05,60,30,33.33,1,medio_riesgo
866,58,Argentina,Estudiante,2,2025-11-02,2026-01-31,55,35,38.89,1,medio_riesgo
46,56,México,Trabajo,1,2025-09-09,2025-12-08,1,89,98.89,1,alto_riesgo
1290,59,Colombia,Residencia Temporal,0,2023-07-07,2026-07-06,211,884,80.73,0,bajo_riesgo
991,29,Bolivia,Estudiante,3,2025-12-01,2026-03-01,84,6,6.67,1,medio_riesgo
876,57,Colombia,Turista,0,2021-02-19,2026-02-18,73,1752,96.0,1,medio_riesgo
773,57,México,Trabajo,3,2024-02-18,2026-02-17,72,658,90.14,1,medio_riesgo
1499,28,Perú,Residencia Temporal,0,2025-09-19,2026-03-18,101,79,43.89,0,bajo_riesgo
4,31,Chile,Trabajo,0,2025-09-28,2025-12-27,20,70,77.78,1,alto_riesgo
1003,49,Ecuador,Negocios,2,2021-06-16,2026-06-15,190,1635,89.59,0,bajo_riesgo
1301,35,Brasil,Estudiante,1,2025-11-13,2026-05-12,156,24,13.33,0,bajo_riesgo
263,74,Ecuador,Turista,0,2022-12-19,2025-12-18,11,1084,99.0,1,alto_riesgo
1333,55,Colombia,Trabajo,0,2025-04-13,2026-04-13,127,238,65.21,0,bajo_riesgo
1442,70,Colombia,Residencia Temporal,0,2024-06-14,2026-06-14,189,541,74.11,0,bajo_riesgo
443,75,Chile,Turista,1,2020-12-20,2025-12-19,12,1813,99.34,1,alto_riesgo
1002,57,Perú,Negocios,0,2023-09-12,2026-09-11,278,817,74.61,0,bajo_riesgo
1077,74,Colombia,Turista,2,2024-08-25,2026-08-25,261,469,64.25,0,bajo_riesgo
837,63,México,Estudiante,0,2025-02-26,2026-02-26,81,284,77.81,1,medio_riesgo
1339,27,Colombia,Estudiante,0,2026-06-16,2026-09-14,281,-191,-212.22,0,bajo_riesgo
304,73,Bolivia,Trabajo,3,2022-12-12,2025-12-11,4,1091,99.63,1,alto_riesgo
1174,55,Chile,Turista,0,2024-05-06,2026-05-06,150,580,79.45,0,bajo_riesgo
313,61,Bolivia,Trabajo,3,2020-12-16,2025-12-15,8,1817,99.56,1,alto_riesgo
149,28,Chile,Turista,0,2022-12-18,2025-12-17,10,1085,99.09,1,alto_riesgo
574,48,Cuba,Residencia Temporal,0,2024-02-25,2026-02-24,79,651,89.18,1,medio_riesgo
50,66,Colombia,Trabajo,1,2025-06-15,2025-12-12,5,175,97.22,1,alto_riesgo
1414,51,Ecuador,Turista,0,2024-03-10,2026-03-10,93,637,87.26,0,bajo_riesgo
726,43,Cuba,Trabajo,1,2025-08-13,2026-02-09,64,116,64.44,1,medio_riesgo
833,38,Venezuela,Residencia Temporal,0,2024-02-28,2026-02-27,82,648,88.77,1,medio_riesgo
1115,64,Brasil,Turista,2,2026-01-10,2026-04-10,124,-34,-37.78,0,bajo_riesgo
470,36,Perú,Trabajo,0,2021-01-05,2026-01-04,28,1797,98.47,1,alto_riesgo
971,55,México,Trabajo,2,2021-03-01,2026-02-28,83,1742,95.45,1,medio_riesgo
653,67,Brasil,Negocios,1,2025-10-26,2026-01-24,48,42,46.67,1,medio_riesgo
399,24,Brasil,Residencia Temporal,1,2025-06-22,2025-12-19,12,168,93.33,1,alto_riesgo
511,45,Honduras,Residencia Permanente,0,2025-07-28,2026-01-24,48,132,73.33,1,medio_riesgo
320,28,Colombia,Estudiante,0,2023-12-28,2025-12-27,20,710,97.26,1,alto_riesgo
19,40,Brasil,Estudiante,0,2020-12-17,2025-12-16,9,1816,99.51,1,alto_riesgo
684,46,Venezuela,Turista,1,2025-01-27,2026-01-27,51,314,86.03,1,medio_riesgo
35,56,México,Turista,2,2024-12-24,2025-12-24,17,348,95.34,1,alto_riesgo
902,31,Perú,Negocios,1,2021-02-13,2026-02-12,67,1758,96.33,1,medio_riesgo
827,69,Colombia,Residencia Temporal,1,2025-02-03,2026-02-03,58,307,84.11,1,medio_riesgo
1344,44,Bolivia,Estudiante,3,2026-05-28,2026-11-24,352,-172,-95.56,0,bajo_riesgo
407,41,Cuba,Estudiante,0,2022-12-17,2025-12-16,9,1086,99.18,1,alto_riesgo
920,23,Ecuador,Estudiante,2,2021-02-05,2026-02-04,59,1766,96.77,1,medio_riesgo
537,45,Haití,Estudiante,3,2024-02-23,2026-02-22,77,653,89.45,1,medio_riesgo
758,73,Chile,Residencia Temporal,0,2025-10-17,2026-01-15,39,51,56.67,1,medio_riesgo
1062,29,Haití,Trabajo,3,2026-05-21,2026-08-19,255,-165,-183.33,0,bajo_riesgo
245,42,Bolivia,Trabajo,1,2024-12-22,2025-12-22,15,350,95.89,1,alto_riesgo
1127,75,Cuba,Trabajo,1,2025-08-26,2026-08-26,262,103,28.22,0,bajo_riesgo
784,59,Chile,Estudiante,4,2025-11-18,2026-02-16,71,19,21.11,1,medio_riesgo
489,36,Bolivia,Trabajo,2,2024-01-03,2026-01-02,26,704,96.44,1,alto_riesgo
154,72,México,Turista,1,2023-12-23,2025-12-22,15,715,97.95,1,alto_riesgo
961,73,Chile,Estudiante,3,2025-02-01,2026-02-01,56,309,84.66,1,medio_riesgo
853,46,Chile,Turista,0,2021-02-05,2026-02-04,59,1766,96.77,1,medio_riesgo
625,28,México,Estudiante,1,2021-02-15,2026-02-14,69,1756,96.22,1,medio_riesgo
685,55,Nicaragua,Turista,1,2025-01-06,2026-01-06,30,335,91.78,1,medio_riesgo
569,25,Bolivia,Trabajo,4,2025-08-29,2026-02-25,80,100,55.56,1,medio_riesgo
1426,57,Venezuela,Residencia Temporal,0,2025-10-04,2026-04-02,116,64,35.56,0,bajo_riesgo
17,73,Nicaragua,Negocios,0,2023-12-17,2025-12-16,9,721,98.77,1,alto_riesgo
127,39,Venezuela,Trabajo,0,2024-12-10,2025-12-10,3,362,99.18,1,alto_riesgo
927,24,República Dominicana,Turista,0,2024-02-29,2026-02-28,83,647,88.63,1,medio_riesgo
980,34,Colombia,Estudiante,0,2021-01-15,2026-01-14,38,1787,97.92,1,medio_riesgo
1469,51,Nicaragua,Turista,0,2025-12-11,2026-03-11,94,-4,-4.44,0,bajo_riesgo
190,65,Colombia,Trabajo,1,2025-06-22,2025-12-19,12,168,93.33,1,alto_riesgo
1139,30,Chile,Turista,0,2023-10-31,2026-10-30,327,768,70.14,0,bajo_riesgo
992,53,Colombia,Turista,1,2021-02-21,2026-02-20,75,1750,95.89,1,medio_riesgo
1463,41,México,Residencia Permanente,0,2023-11-15,2026-11-14,342,753,68.77,0,bajo_riesgo
1251,53,Argentina,Residencia Permanente,0,2025-10-26,2026-10-26,323,42,11.51,0,bajo_riesgo
606,50,Venezuela,Negocios,0,2025-03-03,2026-03-03,86,279,76.44,1,medio_riesgo
180,45,Ecuador,Trabajo,1,2024-12-20,2025-12-20,13,352,96.44,1,alto_riesgo
301,42,Venezuela,Turista,2,2021-01-03,2026-01-02,26,1799,98.58,1,alto_riesgo
496,48,Perú,Trabajo,3,2025-09-26,2025-12-25,18,72,80.0,1,alto_riesgo
1314,60,Bolivia,Estudiante,1,2021-07-09,2026-07-08,213,1612,88.33,0,bajo_riesgo
1255,24,Colombia,Residencia Temporal,1,2026-03-30,2026-06-28,203,-113,-125.56,0,bajo_riesgo
1237,62,Argentina,Residencia Temporal,0,2021-10-15,2026-10-14,311,1514,82.96,0,bajo_riesgo
517,18,Colombia,Trabajo,2,2023-01-22,2026-01-21,45,1050,95.89,1,medio_riesgo
1069,53,Venezuela,Residencia Temporal,0,2026-03-09,2026-09-05,272,-92,-51.11,0,bajo_riesgo
476,70,Venezuela,Residencia Temporal,0,2020-12-31,2025-12-30,23,1802,98.74,1,alto_riesgo
157,27,Cuba,Trabajo,2,2025-09-09,2025-12-08,1,89,98.89,1,alto_riesgo
1195,75,Ecuador,Turista,0,2025-12-13,2026-06-11,186,-6,-3.33,0,bajo_riesgo
16,67,Colombia,Residencia Temporal,0,2025-06-13,2025-12-10,3,177,98.33,1,alto_riesgo
1072,29,Bolivia,Negocios,1,2023-09-24,2026-09-23,290,805,73.52,0,bajo_riesgo
546,73,Chile,Estudiante,3,2024-02-15,2026-02-14,69,661,90.55,1,medio_riesgo
658,57,Argentina,Trabajo,2,2025-07-25,2026-01-21,45,135,75.0,1,medio_riesgo
1226,71,Argentina,Estudiante,1,2024-11-06,2026-11-06,334,396,54.25,0,bajo_riesgo
1019,24,Venezuela,Turista,0,2025-10-31,2026-10-31,328,37,10.14,0,bajo_riesgo
1318,51,Nicaragua,Negocios,1,2023-09-15,2026-09-14,281,814,74.34,0,bajo_riesgo
959,56,Ecuador,Estudiante,0,2025-12-03,2026-03-03,86,4,4.44,1,medio_riesgo
1409,32,Colombia,Estudiante,3,2024-11-08,2026-11-08,336,394,53.97,0,bajo_riesgo
283,28,Ecuador,Estudiante,1,2022-12-09,2025-12-08,1,1094,99.91,1,alto_riesgo
797,54,Brasil,Trabajo,3,2021-01-31,2026-01-30,54,1771,97.04,1,medio_riesgo
225,40,México,Trabajo,1,2023-01-01,2025-12-31,24,1071,97.81,1,alto_riesgo
26,74,Honduras,Residencia Temporal,1,2020-12-15,2025-12-14,7,1818,99.62,1,alto_riesgo
437,47,Colombia,Turista,1,2025-09-20,2025-12-19,12,78,86.67,1,alto_riesgo
1457,65,Venezuela,Trabajo,2,2024-06-12,2026-06-12,187,543,74.38,0,bajo_riesgo
229,66,Colombia,Turista,0,2025-06-17,2025-12-14,7,173,96.11,1,alto_riesgo
37,64,Brasil,Trabajo,0,2023-01-06,2026-01-05,29,1066,97.35,1,alto_riesgo
749,31,Ecuador,Residencia Temporal,2,2025-11-24,2026-02-22,77,13,14.44,1,medio_riesgo
1045,68,México,Residencia Permanente,1,2023-11-08,2026-11-07,335,760,69.41,0,bajo_riesgo
469,39,Colombia,Trabajo,0,2023-12-30,2025-12-29,22,708,96.99,1,alto_riesgo
1278,59,Argentina,Turista,2,2023-06-07,2026-06-06,181,914,83.47,0,bajo_riesgo
1472,53,México,Turista,0,2024-07-22,2026-07-22,227,503,68.9,0,bajo_riesgo
687,60,Venezuela,Residencia Temporal,0,2025-07-29,2026-01-25,49,131,72.78,1,medio_riesgo
1378,52,Bolivia,Residencia Temporal,0,2021-09-16,2026-09-15,282,1543,84.55,0,bajo_riesgo
639,31,Colombia,Estudiante,1,2023-02-25,2026-02-24,79,1016,92.79,1,medio_riesgo
1416,41,Colombia,Turista,0,2021-10-12,2026-10-11,308,1517,83.12,0,bajo_riesgo
1218,59,Ecuador,Estudiante,0,2025-08-05,2026-08-05,241,124,33.97,0,bajo_riesgo
1158,35,Perú,Estudiante,2,2025-07-26,2026-07-26,231,134,36.71,0,bajo_riesgo
1250,68,México,Negocios,0,2023-08-10,2026-08-09,245,850,77.63,0,bajo_riesgo
1439,43,Chile,Turista,0,2023-06-18,2026-06-17,192,903,82.47,0,bajo_riesgo
800,23,Venezuela,Estudiante,1,2025-10-30,2026-01-28,52,38,42.22,1,medio_riesgo
160,72,Argentina,Trabajo,0,2023-12-13,2025-12-12,5,725,99.32,1,alto_riesgo
956,65,Haití,Estudiante,1,2025-11-18,2026-02-16,71,19,21.11,1,medio_riesgo
1186,45,Brasil,Estudiante,4,2026-06-21,2026-09-19,286,-196,-217.78,0,bajo_riesgo
821,49,Argentina,Trabajo,0,2024-01-17,2026-01-16,40,690,94.52,1,medio_riesgo
1270,74,Chile,Negocios,0,2025-07-12,2026-07-12,217,148,40.55,0,bajo_riesgo
877,69,Nicaragua,Negocios,0,2023-02-15,2026-02-14,69,1026,93.7,1,medio_riesgo
913,38,Colombia,Residencia Permanente,1,2021-02-24,2026-02-23,78,1747,95.73,1,medio_riesgo
152,37,Brasil,Residencia Permanente,0,2025-06-17,2025-12-14,7,173,96.11,1,alto_riesgo
1373,34,Argentina,Turista,0,2021-03-29,2026-03-28,111,1714,93.92,0,bajo_riesgo
509,19,República Dominicana,Turista,0,2025-09-01,2026-02-28,83,97,53.89,1,medio_riesgo
1135,63,Colombia,Estudiante,1,2023-05-16,2026-05-15,159,936,85.48,0,bajo_riesgo
1321,50,México,Trabajo,0,2025-10-27,2026-04-25,139,41,22.78,0,bajo_riesgo
103,53,Colombia,Trabajo,0,2022-12-18,2025-12-17,10,1085,99.09,1,alto_riesgo
586,28,Chile,Turista,0,2025-08-16,2026-02-12,67,113,62.78,1,medio_riesgo
1328,22,México,Residencia Temporal,0,2023-07-14,2026-07-13,218,877,80.09,0,bajo_riesgo
1143,53,Nicaragua,Estudiante,1,2025-05-29,2026-05-29,173,192,52.6,0,bajo_riesgo
53,31,Ecuador,Negocios,2,2021-01-02,2026-01-01,25,1800,98.63,1,alto_riesgo
151,70,Argentina,Trabajo,4,2020-12-16,2025-12-15,8,1817,99.56,1,alto_riesgo
403,73,Honduras,Residencia Temporal,2,2024-12-09,2025-12-09,2,363,99.45,1,alto_riesgo
1454,36,Perú,Estudiante,0,2026-05-31,2026-08-29,265,-175,-194.44,0,bajo_riesgo
207,45,Chile,Estudiante,4,2023-12-29,2025-12-28,21,709,97.12,1,alto_riesgo
1417,55,Ecuador,Residencia Temporal,0,2024-12-06,2026-12-06,364,366,50.14,0,bajo_riesgo
1122,42,Cuba,Estudiante,2,2026-08-06,2026-11-04,332,-242,-268.89,0,bajo_riesgo
8,62,Perú,Estudiante,1,2025-06-19,2025-12-16,9,171,95.0,1,alto_riesgo
1014,55,Venezuela,Trabajo,1,2021-10-16,2026-10-15,312,1513,82.9,0,bajo_riesgo
1343,65,Colombia,Estudiante,2,2026-03-03,2026-08-30,266,-86,-47.78,0,bajo_riesgo
1060,51,México,Estudiante,1,2023-08-24,2026-08-23,259,836,76.35,0,bajo_riesgo
452,46,Ecuador,Residencia Temporal,0,2020-12-23,2025-12-22,15,1810,99.18,1,alto_riesgo
253,63,República Dominicana,Negocios,0,2024-01-05,2026-01-04,28,702,96.16,1,alto_riesgo
896,52,Argentina,Trabajo,3,2021-01-09,2026-01-08,32,1793,98.25,1,medio_riesgo
1308,29,Perú,Turista,0,2026-05-24,2026-11-20,348,-168,-93.33,0,bajo_riesgo
880,62,Bolivia,Negocios,0,2024-01-31,2026-01-30,54,676,92.6,1,medio_riesgo
1427,42,Colombia,Estudiante,4,2025-12-09,2026-03-09,92,-2,-2.22,0,bajo_riesgo
623,51,Colombia,Turista,0,2023-02-14,2026-02-13,68,1027,93.79,1,medio_riesgo
345,65,Perú,Estudiante,3,2025-10-04,2026-01-02,26,64,71.11,1,alto_riesgo
1286,36,Perú,Estudiante,2,2026-02-19,2026-05-20,164,-74,-82.22,0,bajo_riesgo
262,49,Cuba,Estudiante,1,2025-09-28,2025-12-27,20,70,77.78,1,alto_riesgo
150,60,Colombia,Estudiante,2,2025-09-19,2025-12-18,11,79,87.78,1,alto_riesgo
472,55,Venezuela,Turista,0,2024-12-19,2025-12-19,12,353,96.71,1,alto_riesgo
640,48,Chile,Trabajo,3,2021-02-23,2026-02-22,77,1748,95.78,1,medio_riesgo
1484,24,Honduras,Estudiante,2,2025-10-08,2026-04-06,120,60,33.33,0,bajo_riesgo
1410,40,Honduras,Turista,0,2024-04-26,2026-04-26,140,590,80.82,0,bajo_riesgo
550,19,Colombia,Residencia Permanente,0,2021-02-14,2026-02-13,68,1757,96.27,1,medio_riesgo
928,19,México,Estudiante,0,2025-09-02,2026-03-01,84,96,53.33,1,medio_riesgo
488,61,Chile,Turista,1,2022-12-23,2025-12-22,15,1080,98.63,1,alto_riesgo
1356,71,Perú,Estudiante,1,2024-08-23,2026-08-23,259,471,64.52,0,bajo_riesgo
1171,75,Colombia,Estudiante,1,2025-10-23,2026-04-21,135,45,25.0,0,bajo_riesgo
146,56,México,Estudiante,2,2023-12-23,2025-12-22,15,715,97.95,1,alto_riesgo
402,73,Ecuador,Trabajo,2,2024-01-02,2026-01-01,25,705,96.58,1,alto_riesgo
954,19,Perú,Turista,1,2025-02-17,2026-02-17,72,293,80.27,1,medio_riesgo
1405,66,Venezuela,Trabajo,0,2021-11-09,2026-11-08,336,1489,81.59,0,bajo_riesgo
659,21,Colombia,Turista,0,2025-08-12,2026-02-08,63,117,65.0,1,medio_riesgo
463,63,Venezuela,Estudiante,0,2025-07-01,2025-12-28,21,159,88.33,1,alto_riesgo
186,21,Colombia,Trabajo,0,2025-06-21,2025-12-18,11,169,93.89,1,alto_riesgo
1147,32,Colombia,Turista,0,2021-07-23,2026-07-22,227,1598,87.56,0,bajo_riesgo
1224,23,Colombia,Estudiante,1,2026-03-02,2026-08-29,265,-85,-47.22,0,bajo_riesgo
608,47,Colombia,Trabajo,4,2023-01-20,2026-01-19,43,1052,96.07,1,medio_riesgo
143,65,Bolivia,Estudiante,3,2022-12-28,2025-12-27,20,1075,98.17,1,alto_riesgo
751,62,Colombia,Estudiante,2,2024-01-20,2026-01-19,43,687,94.11,1,medio_riesgo
981,67,Cuba,Estudiante,3,2025-11-23,2026-02-21,76,14,15.56,1,medio_riesgo
197,25,Perú,Residencia Temporal,1,2024-12-13,2025-12-13,6,359,98.36,1,alto_riesgo
883,59,Brasil,Estudiante,3,2023-01-18,2026-01-17,41,1054,96.26,1,medio_riesgo
279,58,México,Trabajo,1,2025-06-12,2025-12-09,2,178,98.89,1,alto_riesgo
293,70,Colombia,Turista,0,2024-12-31,2025-12-31,24,341,93.42,1,alto_riesgo
1364,75,Venezuela,Estudiante,4,2021-11-04,2026-11-03,331,1494,81.86,0,bajo_riesgo
400,53,Brasil,Turista,0,2022-12-26,2025-12-25,18,1077,98.36,1,alto_riesgo
122,35,Colombia,Residencia Temporal,0,2025-10-01,2025-12-30,23,67,74.44,1,alto_riesgo
1207,57,Bolivia,Residencia Permanente,0,2024-05-16,2026-05-16,160,570,78.08,0,bajo_riesgo
202,67,Perú,Residencia Temporal,0,2022-12-30,2025-12-29,22,1073,97.99,1,alto_riesgo
835,55,Ecuador,Residencia Temporal,2,2021-01-18,2026-01-17,41,1784,97.75,1,medio_riesgo
246,73,Perú,Turista,0,2024-12-21,2025-12-21,14,351,96.16,1,alto_riesgo
1422,54,Argentina,Estudiante,1,2021-09-27,2026-09-26,293,1532,83.95,0,bajo_riesgo
1408,73,Bolivia,Turista,0,2024-12-03,2026-12-03,361,369,50.55,0,bajo_riesgo
1153,47,Colombia,Trabajo,1,2023-11-29,2026-11-28,356,739,67.49,0,bajo_riesgo
384,37,Perú,Negocios,0,2025-09-09,2025-12-08,1,89,98.89,1,alto_riesgo
1322,67,Colombia,Estudiante,1,2021-03-11,2026-03-10,93,1732,94.9,0,bajo_riesgo
854,55,Chile,Trabajo,2,2025-01-15,2026-01-15,39,326,89.32,1,medio_riesgo
219,30,Brasil,Turista,0,2024-01-01,2025-12-31,24,706,96.71,1,alto_riesgo
641,21,Argentina,Turista,1,2025-08-12,2026-02-08,63,117,65.0,1,medio_riesgo
1,33,Brasil,Trabajo,0,2025-10-02,2025-12-31,24,66,73.33,1,alto_riesgo
112,75,Venezuela,Turista,0,2024-12-09,2025-12-09,2,363,99.45,1,alto_riesgo
698,71,Ecuador,Turista,0,2025-08-11,2026-02-07,62,118,65.56,1,medio_riesgo
1431,57,Nicaragua,Trabajo,2,2021-08-01,2026-07-31,236,1589,87.07,0,bajo_riesgo
951,38,México,Turista,1,2025-01-21,2026-01-21,45,320,87.67,1,medio_riesgo
1317,42,Brasil,Trabajo,0,2026-04-30,2026-07-29,234,-144,-160.0,0,bajo_riesgo
1291,68,Bolivia,Estudiante,2,2021-08-02,2026-08-01,237,1588,87.01,0,bajo_riesgo
1353,55,Colombia,Turista,0,2025-09-09,2026-09-09,276,89,24.38,0,bajo_riesgo
441,39,Colombia,Turista,1,2022-12-11,2025-12-10,3,1092,99.73,1,alto_riesgo
1136,74,Bolivia,Trabajo,1,2025-12-05,2026-06-03,178,2,1.11,0,bajo_riesgo
1256,39,Ecuador,Estudiante,1,2023-08-04,2026-08-03,239,856,78.17,0,bajo_riesgo
663,44,Venezuela,Negocios,0,2024-03-03,2026-03-03,86,644,88.22,1,medio_riesgo
1372,32,Chile,Negocios,1,2026-04-04,2026-07-03,208,-118,-131.11,0,bajo_riesgo
1257,51,Chile,Residencia Temporal,0,2026-01-30,2026-04-30,144,-54,-60.0,0,bajo_riesgo
1331,38,Venezuela,Trabajo,0,2023-05-07,2026-05-06,150,945,86.3,0,bajo_riesgo
317,38,Colombia,Estudiante,2,2024-12-17,2025-12-17,10,355,97.26,1,alto_riesgo
648,37,Venezuela,Turista,0,2025-01-25,2026-01-25,49,316,86.58,1,medio_riesgo
709,48,Bolivia,Residencia Temporal,0,2025-08-05,2026-02-01,56,124,68.89,1,medio_riesgo
1282,65,Ecuador,Turista,1,2025-12-05,2026-12-05,363,2,0.55,0,bajo_riesgo
972,61,México,Estudiante,2,2021-01-26,2026-01-25,49,1776,97.32,1,medio_riesgo
627,71,Brasil,Estudiante,1,2021-02-07,2026-02-06,61,1764,96.66,1,medio_riesgo
632,48,Colombia,Turista,0,2023-02-17,2026-02-16,71,1024,93.52,1,medio_riesgo
1306,68,Venezuela,Trabajo,1,2026-06-08,2026-09-06,273,-183,-203.33,0,bajo_riesgo
1248,49,Argentina,Residencia Temporal,1,2025-12-16,2026-03-16,99,-9,-10.0,0,bajo_riesgo
1461,23,México,Turista,0,2023-11-15,2026-11-14,342,753,68.77,0,bajo_riesgo
1254,60,Cuba,Residencia Temporal,0,2026-07-26,2026-10-24,321,-231,-256.67,0,bajo_riesgo
1383,74,Argentina,Turista,0,2025-12-01,2026-05-30,174,6,3.33,0,bajo_riesgo
795,66,Brasil,Residencia Permanente,1,2024-02-28,2026-02-27,82,648,88.77,1,medio_riesgo
645,67,Ecuador,Turista,1,2021-02-19,2026-02-18,73,1752,96.0,1,medio_riesgo
1012,75,Ecuador,Turista,0,2023-04-20,2026-04-19,133,962,87.85,0,bajo_riesgo
556,51,Venezuela,Estudiante,1,2021-01-27,2026-01-26,50,1775,97.26,1,medio_riesgo
681,38,Chile,Trabajo,0,2025-11-19,2026-02-17,72,18,20.0,1,medio_riesgo
577,51,Chile,Negocios,0,2023-03-04,2026-03-03,86,1009,92.15,1,medio_riesgo
1109,43,Cuba,Turista,2,2023-03-25,2026-03-24,107,988,90.23,0,bajo_riesgo
1266,45,Perú,Turista,1,2023-11-10,2026-11-09,337,758,69.22,0,bajo_riesgo
1183,31,Colombia,Trabajo,2,2023-06-02,2026-06-01,176,919,83.93,0,bajo_riesgo
524,40,Cuba,Turista,0,2021-02-18,2026-02-17,72,1753,96.05,1,medio_riesgo
1059,23,Colombia,Residencia Temporal,0,2026-03-29,2026-06-27,202,-112,-124.44,0,bajo_riesgo
540,35,México,Turista,1,2024-02-22,2026-02-21,76,654,89.59,1,medio_riesgo
1194,45,Brasil,Trabajo,3,2025-05-14,2026-05-14,158,207,56.71,0,bajo_riesgo
748,73,Chile,Estudiante,3,2025-10-27,2026-01-25,49,41,45.56,1,medio_riesgo
1386,63,México,Estudiante,3,2024-07-02,2026-07-02,207,523,71.64,0,bajo_riesgo
484,74,Argentina,Estudiante,2,2022-12-13,2025-12-12,5,1090,99.54,1,alto_riesgo
95,22,Colombia,Residencia Temporal,0,2024-12-24,2025-12-24,17,348,95.34,1,alto_riesgo
1020,44,Cuba,Trabajo,0,2026-03-10,2026-09-06,273,-93,-51.67,0,bajo_riesgo
563,29,Colombia,Estudiante,3,2025-11-05,2026-02-03,58,32,35.56,1,medio_riesgo
1264,47,Colombia,Residencia Permanente,0,2026-05-24,2026-11-20,348,-168,-93.33,0,bajo_riesgo
742,31,Perú,Estudiante,1,2024-01-12,2026-01-11,35,695,95.21,1,medio_riesgo
863,33,Bolivia,Residencia Permanente,0,2025-08-14,2026-02-10,65,115,63.89,1,medio_riesgo
891,68,Bolivia,Trabajo,2,2025-10-26,2026-01-24,48,42,46.67,1,medio_riesgo
1038,40,Venezuela,Estudiante,0,2025-06-10,2026-06-10,185,180,49.32,0,bajo_riesgo
206,72,Nicaragua,Trabajo,1,2025-09-24,2025-12-23,16,74,82.22,1,alto_riesgo
392,25,Venezuela,Residencia Temporal,1,2022-12-29,2025-12-28,21,1074,98.08,1,alto_riesgo
794,19,Ecuador,Trabajo,4,2025-08-16,2026-02-12,67,113,62.78,1,medio_riesgo
870,69,México,Trabajo,2,2025-11-13,2026-02-11,66,24,26.67,1,medio_riesgo
397,27,Colombia,Residencia Temporal,0,2025-09-24,2025-12-23,16,74,82.22,1,alto_riesgo
766,64,Brasil,Turista,0,2023-01-18,2026-01-17,41,1054,96.26,1,medio_riesgo
1376,59,Venezuela,Estudiante,1,2021-11-29,2026-11-28,356,1469,80.49,0,bajo_riesgo
1241,59,Honduras,Turista,2,2024-11-20,2026-11-20,348,382,52.33,0,bajo_riesgo
1028,47,Bolivia,Estudiante,0,2026-02-16,2026-05-17,161,-71,-78.89,0,bajo_riesgo
642,53,Perú,Estudiante,1,2024-02-18,2026-02-17,72,658,90.14,1,medio_riesgo
612,45,Ecuador,Trabajo,0,2021-01-23,2026-01-22,46,1779,97.48,1,medio_riesgo
960,41,Brasil,Turista,2,2024-01-15,2026-01-14,38,692,94.79,1,medio_riesgo
725,73,Bolivia,Trabajo,0,2025-11-24,2026-02-22,77,13,14.44,1,medio_riesgo
683,33,Brasil,Residencia Temporal,0,2025-08-03,2026-01-30,54,126,70.0,1,medio_riesgo
98,46,Brasil,Residencia Temporal,1,2024-12-30,2025-12-30,23,342,93.7,1,alto_riesgo
804,58,Venezuela,Estudiante,0,2024-02-04,2026-02-03,58,672,92.05,1,medio_riesgo
406,32,Colombia,Residencia Temporal,1,2022-12-20,2025-12-19,12,1083,98.9,1,alto_riesgo
502,21,México,Trabajo,1,2025-08-02,2026-01-29,53,127,70.56,1,medio_riesgo
1071,37,Brasil,Estudiante,2,2026-02-05,2026-08-04,240,-60,-33.33,0,bajo_riesgo
1056,19,Venezuela,Residencia Temporal,1,2023-09-04,2026-09-03,270,825,75.34,0,bajo_riesgo
929,46,Cuba,Trabajo,1,2025-08-06,2026-02-02,57,123,68.33,1,medio_riesgo
779,33,Cuba,Residencia Temporal,0,2025-02-08,2026-02-08,63,302,82.74,1,medio_riesgo
200,63,Colombia,Residencia Temporal,0,2020-12-27,2025-12-26,19,1806,98.96,1,alto_riesgo
134,75,Perú,Turista,0,2025-09-17,2025-12-16,9,81,90.0,1,alto_riesgo
1051,24,Venezuela,Trabajo,0,2025-07-08,2026-07-08,213,152,41.64,0,bajo_riesgo
40,18,Cuba,Trabajo,4,2021-01-06,2026-01-05,29,1796,98.41,1,alto_riesgo
1017,46,Chile,Estudiante,0,2025-10-16,2026-04-14,128,52,28.89,0,bajo_riesgo
230,65,Colombia,Trabajo,1,2023-01-01,2025-12-31,24,1071,97.81,1,alto_riesgo
378,38,Chile,Estudiante,0,2025-09-17,2025-12-16,9,81,90.0,1,alto_riesgo
288,48,Colombia,Residencia Temporal,0,2025-06-28,2025-12-25,18,162,90.0,1,alto_riesgo
418,64,República Dominicana,Estudiante,1,2022-12-27,2025-12-26,19,1076,98.26,1,alto_riesgo
391,56,Venezuela,Estudiante,1,2021-01-03,2026-01-02,26,1799,98.58,1,alto_riesgo
592,58,Colombia,Residencia Temporal,0,2021-03-04,2026-03-03,86,1739,95.29,1,medio_riesgo
